Recipient,State,Municipality,Type,Address,School offering early childhood education,Cação or anjo?
E.M. PRES. JOÃO B. MARQUES GOULART,Rio Grande do Sul,Porto Alegre,School,"Rua Paulo Gomes de Oliveira, 200 - Sarandi",,anjo
E.M. PRESIDENTE CASTELO BRANCO,Rio de Janeiro,Mangaratiba,School,"Estrada RJ 14, s/nº - Muriqui",,cação
E.M.PRESIDENTE JOAO BELCHIOR MARQUES GOULART,Rio de Janeiro,São Gonçalo,School,"RUA FRANCISCO BATISTA RIOS, S/Nº",,cação
E. M. PRESIDENTE TANCREDO DE ALMEIDA NEVES,Rio de Janeiro,Valença,School,"Rua Mariano José da Silva, 3635, Ponte Funda",,cação
E.M. PRESIDENTE VARGAS,Rio Grande do Sul,Porto Alegre,School,"Rua Ana A. do Amaral Lisboa, 60 Passo das Pedras",,anjo
E.M. PROF. ANÍSIO TEIXEIRA,Rio Grande do Sul,Porto Alegre,School,"Rua Francisco Mattos Terrez, 40 esq. Marcírio da Silva Barbosa V. Hípica",,anjo
E. M. PROF.ª REGINA COELI AMORIM,Rio de Janeiro,Valença,School,"Rua João Alves, 137, Cambota",,cação
E.M. PROF. CILÉA MARIA BARRETO,Rio de Janeiro,Armação dos Búzios,School,Rua Jonas Talber,,cação
E.M. PROF. DARCY RIBEIRO,Rio de Janeiro,Armação dos Búzios,School,Rua Pastor Gentil Medeiros,,cação
E.M. PROF. ELIETE MUREB DE ARAÚJO GÓES,Rio de Janeiro,Armação dos Búzios,School,"Rua Geraldo Martins, S/N",,cação
E.M. PROF. GILBERTO JORGE G. DA SILVA,Rio Grande do Sul,Porto Alegre,School,"Estrada Morro Alto, 433 Ipanema",,anjo
E.M. PROF. JANDIRA PEIXOTO BORDIGNON,Rio de Janeiro,Petrópolis,School,GETULIO VARGAS 2200,,cação
E.M. PROF. LARRY JOSÉ RIBEIRO ALVES,Rio Grande do Sul,Porto Alegre,School,"Av. Economista Nilo Wulff, s/n Restinga Nova",,anjo
E.M. PROF. LYDIA SHERMAN,Rio de Janeiro,Armação dos Búzios,School,Est. Álvaro Elídio Gonçalves,,cação
E. M. PROF. MARYLE A. S. FERRI,Paraná,Fazenda Rio Grande,School,"R: Tangerá, 70l",,cação
E.M. PROF. REGINA SILVEIRA RAMOS VIEIRA,Rio de Janeiro,Armação dos Búzios,School,Av. José Pereira de Carvalho,,cação
E. M. PROF® ISABEL CRISTINA,Paraná,Fazenda Rio Grande,School,"R: São Nicolau,2420",,cação
E.M. PROFª. CECÍLIA FERRAZ,Rio de Janeiro,Mangaratiba,School,"Av. do Canal, s/nº - Itacuruçá",,cação
E.M. PROFA ANA IRIS DO AMARAL,Rio Grande do Sul,Porto Alegre,School,"Rua Manoel Elias, 2001 Morro Santana",,anjo
E.M. PROFA JUDITH MACEDO DE ARAUJO,Rio Grande do Sul,Porto Alegre,School,"Rua Saul Constantino, s/n -Partenon",,anjo
E.M.PROFª MARGARIDA ROSA M GALVAO,Rio de Janeiro,São Gonçalo,School,"RUA CRISTALINA,S/Nº",,cação
E.M. PROFª MARIA ROSA MAGALHÃES,Rio de Janeiro,Mangaratiba,School,"Estrada RJ 14, s/nº - Praia Brava",,cação
E.M.PROFESSORA AIDA VIEIRA DE SOUZA,Rio de Janeiro,São Gonçalo,School,"AV. SANTA CATARINA, 960",,cação
E.M.PROFESSORA AURELINA DIAS CAVALCANTI,Rio de Janeiro,São Gonçalo,School,"RUA CRISTALINA, S/Nº",,cação
E.M.PROFESSORA GENECY SUHETT LIMA,Rio de Janeiro,São Gonçalo,School,"RUA OSVALDO DO ARANHA, S/Nº",,cação
E.M.PROFESSORA MARIA AMELIA AREAS FERREIRA,Rio de Janeiro,São Gonçalo,School,"ESTRADA DA CARIOCA, S/Nº",,cação
E.M.PROFESSORA MARLUCY SALLES DE ALMEIDA,Rio de Janeiro,São Gonçalo,School,"RUAITAOCARA, S/N",,cação
E.M.PROFESSOR EVADYR MOLINA,Rio de Janeiro,São Gonçalo,School,"RUA DR. PONCIÚNCULA, Nº 215",,cação
E.M.PROFESSOR PAULO ROBERTO AZEREDO,Rio de Janeiro,São Gonçalo,School,"RUA BERNARDINO RANGEL, S/Nº",,cação
E.M.PROFESSOR PAULO ROBERTO MACEDO AMARAL,Rio de Janeiro,São Gonçalo,School,"RUA AUGUSTO RUSH, 45",,cação
E.M. PROF MANOEL JUVENAL,Rio de Janeiro,Armação dos Búzios,School,Rua Guilhermina Maria,,cação
E.M.RAUL VEIGA,Rio de Janeiro,São Gonçalo,School,"RUA JOAQUIM PEREIRA DE ALMEIDA,14",,cação
E.M. RAUL WERNECK DE CASTRO,Rio de Janeiro,Mangaratiba,School,Estrada Rio Santos – Ingaíba,,cação
E.M.ROTARY,Rio de Janeiro,São Gonçalo,School,"RUA REGINA COELHO, 83",,cação
E. M. RUBIA MARA DA CRUS PACHECO,Paraná,Fazenda Rio Grande,School,R: Virmond esq. Com Rua Pinhão;,,cação
E.M. SAIN'T HILAIRE,Rio Grande do Sul,Porto Alegre,School,"Rua Triunfo, 427 Vila Panorama -Lomba do Pinheiro",,anjo
E. M. SANTA CECÍLIA,Paraná,Fazenda Rio Grande,School,"R: Maranhão, 74",,cação
E. M. SANTA FÉ,Paraná,Fazenda Rio Grande,School,"R: Rio Tiete, 500",,cação
E.M.SANTA LUZIA,Rio de Janeiro,São Gonçalo,School,"RUA EUCLIDES NINHO, S/Nº",,cação
E. M. SANTA MARIA,Paraná,Fazenda Rio Grande,School,"R: Curitiba, 654",,cação
E. M. SANTO ANTONIO,Rio de Janeiro,Valença,School,"Rua Santa Clara, 368, Serra da Glória",,cação
E. M. SÃO FRANCISCO DE ASSIS,Paraná,Fazenda Rio Grande,School,"R: El Salvador, 471",,cação
E. M. SÃO GABRIEL,Paraná,Fazenda Rio Grande,School,"R: Dinamarca, 737",,cação
E.M.SAO MIGUEL,Rio de Janeiro,São Gonçalo,School,"R. VICENTE DE LIMA CLETO,378",,cação
E.M. SÃO PEDRO,Rio Grande do Sul,Porto Alegre,School,"Rua Beco da taquara, s/n - P. 13 -Lomba do Pinheiro",,anjo
E.M. SEBASTIÃO JOSÉ FERNANDES,Rio de Janeiro,Mangaratiba,School,"Rua B, 517 – Praia Grande",,cação
E.M. SEN. ALBERTO PASQUALINI,Rio Grande do Sul,Porto Alegre,School,"Rua Ten. Arizoly Fagundes, 250 Restinga Nova",,anjo
E. M. TELSINO PEREIRA DE SOUZA,Rio de Janeiro,Valença,School,"Estrada Valença x Rio das Flores, 7670, Paraíso",,cação
E.M. TIMBAÚVA,Rio Grande do Sul,Porto Alegre,School,Rua 6 Loteamento Timbaúva -Rubem Berta,,anjo
E.M.VALERIA DE MATTOS FONTES,Rio de Janeiro,São Gonçalo,School,"AV. IMBOAÇÚ, 301",,cação
E.M. VER. ANTÔNIO ALÍPIO DA SILVA,Rio de Janeiro,Armação dos Búzios,School,Rua Maria Rodrigues,,cação
E.M. VER. ANTONIO GIÚDICE,Rio Grande do Sul,Porto Alegre,School,"Rua Caio Brandão de Mello, s/n Humaitá",,anjo
E.M. VER. CARLOS PESSOA DE BRUM,Rio Grande do Sul,Porto Alegre,School,"Rua da Abolição, s/n – Restinga Velha",,anjo
E.M. VER. EMÍGDIO GONÇALVES COUTINHO,Rio de Janeiro,Armação dos Búzios,School,Av. Roberto Improta Saraiva,,cação
E.M. VER. MARTIM ARANHA,Rio Grande do Sul,Porto Alegre,School,"Rua Cônego Paulo Isidoro Nadal, s/n Cruzeiro",,anjo
E.M. VICTOR DE SOUZA BREVES,Rio de Janeiro,Mangaratiba,School,"Av. 7 de Setembro, 421 – Praia do Saco",,cação
E.M.VIRGINIA DE SEIXAS CRUZ,Rio de Janeiro,São Gonçalo,School,"RUA JOSÉ COELHO FORTES, S/Nº",,cação
E.M.VISCONDE DE SEPETIBA,Rio de Janeiro,São Gonçalo,School,"RUA VICENTE DE LIMA CLETO, 272",,cação
E.M. WENCESLAU FONTOURA,Rio Grande do Sul,Porto Alegre,School,"Rua G, s/n° esq. Rua E -Rubem Berta",,anjo
E.M.WILLIAM ANTUNES DE SOUZA,Rio de Janeiro,São Gonçalo,School,"R.GEN. ANDRADE VILELA, S/Nº",,cação
E.M.ZULMIRA MATHIAS NETTO RIBEIRO,Rio de Janeiro,São Gonçalo,School,"RUA PAUL LEROUX, S/Nº",,cação
E.M ANÍSIO TEIXEIRA,Rio de Janeiro,Maricá,School,RUA 32 - ESQUINA COM A RUA 53 - BAIRRO: ITAIPUAÇU - CIDADE: MARICÁ/RJ - CEP: 24934- 175,,cação
E. M PROF® VALDINÉIA,Paraná,Fazenda Rio Grande,School,"R: Holanda, 110",,cação
E.M PROF ROMILDA DOS SANTOS,Rio de Janeiro,Maricá,School,"RUA DOS QUINTANILHAS, 438 BAIRRO: PIQUETE - CIDADE: MARICÁ/RJ",,cação
E. R. M. FRANCISCO QUIRÍNO MACHADO,Paraná,Fazenda Rio Grande,School,"Av. João Quirino Leal, 392",,cação
E. RURAL MUNICIPAL ALÔ GUIMARÃES,Paraná,Fazenda Rio Grande,School,N/A,,cação
ÉBER LOUZADA ZIPPINOTTI,Espírito Santo,Vitória,School,"R. Natalina Daher Carneiro, 815 Jardim da Penha - 29060-490",,cação
ECEC MARGARETE CRUZ PEREIRA,Espírito Santo,Cariacica,School,"S.Giriquitua, s/n, R’Água",YES,cação
ECORM DA REGIÃO DO CÓRREGO SECO,Espírito Santo,São Mateus,School,Córrego Seco,,cação
EDGAR MONTEIRO CASTANHEIRA (PROFº),Santa Catarina,Joinville,School,"R.: Miosotes, 72",,cação
EDILSON DUARTE,Rio de Janeiro,Cabo Frio,School,"R. Profª Amélia Ferreira, s/nº - Jardim Caiçara",,cação
EDITH CASTRO DOS SANTOS,Rio de Janeiro,Cabo Frio,School,"Rua Dois, nº 138 - Santo Antônio (2º Distrito)",,cação
EDNA DE MATTOS SIQUEIRA GAUDIO,Espírito Santo,Vitória,School,"R. Afonso Sarlo, 260 - Bento Ferreira 29050-790",,cação
EDSON TAVARES DE SOUZA,Espírito Santo,Vila Velha,School,"Rua Sérgio Cardoso, 121",,cação
EDUCANDARIO TERRA SANTA,Rio de Janeiro,Petrópolis,School,RUA MONSENHOR BACELAR 590,,cação
EDUCANDÁRIO THALES THEISEN,Rio Grande do Sul,Santa Cruz do Sul,School,"Rua Walmor Adolfo Possebon, 15",,anjo
EDUCARINHO (ASCOM ALIANÇA),Rio Grande do Sul,Santa Cruz do Sul,School,"Rua Simão Gramlich, 800",,anjo
EDUCARINHO (ASCOM ESMERALDA),Rio Grande do Sul,Santa Cruz do Sul,School,"Rua Carlos Swarowsky, 537",,anjo
EE ABÍLIO FONTES,São Paulo,Itapetininga,School,R: JOÃO BATISTA M. MENDES,,cação
EE ADHERBAL DE PAULA FERREIRA,São Paulo,Itapetininga,School,"AV: PEIXOTO GOMIDE,126",,cação
EE ADIB MIGUEL HADDAD,São Paulo,Jundiaí,School,"Rua Pe. Norberto Mojola, 100",,cação
EE ALBERTINA FORTAREL,São Paulo,Jundiaí,School,"Rua Dante Belode, 330",,cação
EE ALBERTO FERREIRA REZENDE,São Paulo,Louveira,School,"Ricieri Chiquetto, 297 - Santo Antonio",,cação
EE ALCEU GOMES,São Paulo,Itapetininga,School,"R: PADRE BRUNETTI, 1800",,cação
EE ANTENOR SOARES GANDRA,São Paulo,Jundiaí,School,"Rua Barão de Jundiaí, 53",,cação
EE ASTOR VASQUES LOPES,São Paulo,Itapetininga,School,R: Antonio Soares da Silva S/N,,cação
EE ATALIBA JULIO DE OLIVEIRA,São Paulo,Itapetininga,School,"AV: JOSÉ SANTANA DE OLIVEIRA, 116",,cação
EE BARÃO DE JUNDIAÍ,São Paulo,Jundiaí,School,"Rua Jacinto Nalini,451",,cação
EE BENEDITO LOSCHI,São Paulo,Jundiaí,School,"Av. Santo Ceolin, s/nº",,cação
EE BISPO DOM GABRIEL PAULINO BUENO COUTO,São Paulo,Jundiaí,School,"Rua do Retiro, 680",,cação
EE CARLOS EDUARDO MATARAZZO,São Paulo,Itapetininga,School,R: Antonio Soares da Silva S/N,,cação
EE CECÍLIA ROLEMBERG P. GUELLI,São Paulo,Jundiaí,School,"Rua Tiradentes, 100",,cação
EE CEL. SIQUEIRA DE MORAES,São Paulo,Jundiaí,School,"Rua 23 de Maio, 541",,cação
EE CONDE DO PARNAÍBA,São Paulo,Jundiaí,School,"Rua Barão de Jundiaí,1106",,cação
EE CORINA CAÇAPAVA BARTH,São Paulo,Itapetininga,School,"Rua Dr. Coutinho, 1370",,cação
EE DARCY VIEIRA,São Paulo,Itapetininga,School,"R: FRANCISCO RODRIGUES JUNIOR, 289",,cação
EE DEOLINDA COPELLI DE SOUZA LIMA,São Paulo,Jundiaí,School,"Rua Jussara, 140",,cação
EE DESEMBARGADOR BERNARDES JUNIOR,São Paulo,Itapetininga,School,"R: ITAPETININGA, 51",,cação
EE DIÓGENES DUARTE PAES,São Paulo,Jundiaí,School,"Rua Flávio Queiroz Novaes, 280",,cação
EE DOM JOAQUIM JUSTINO CARREIRA(ALMERINDA CHAVES),São Paulo,Jundiaí,School,"Av. José Benedito Constantim da Rosa, s/nº",,cação
EEEF MENEZES COSTA,Rio Grande do Sul,Taquari,School,"5,0 Km da Prefeitura",,anjo
EEE FUNDAMENTAL HENRIQUE LAGE,Rio de Janeiro,Niterói,School,"Rua Guimarães Júnior, n.º 182 - Barreto/ Niterói",,cação
EE ELIZIÁRIO MARTINS DE MELO,São Paulo,Itapetininga,School,"Rua Engenheiro Caio Dias Batista, 240",,cação
EE ELOY DE MIRANDA CHAVES,São Paulo,Jundiaí,School,"Rua Areias, s/nº",,cação
EE ERNESTA XAVIER RABELLO ORSI,São Paulo,Itapetininga,School,"R: JUVENAL ROLIM CIRINEU, 42",,cação
EE ERNESTINA LOUREIRO MIRANDA,São Paulo,Itapetininga,School,R: SANTINO LEME DE ALMEIDA,,cação
EE EURENY DE SOUZA VIEIRA,São Paulo,Itapetininga,School,"R: TEREZINHA VIEIRA PILOTO, 31",,cação
EE EVÔNIO MARQUES - VARGINHA,São Paulo,Itapetininga,School,"Rua Onório Sales, s/n",,cação
EE FAZENDA GRANDE,São Paulo,Jundiaí,School,"Rua Daniel da Silva, 593",,cação
EE FERNANDO PRESTES,São Paulo,Itapetininga,School,"AV: PEIXOTO GOMIDE, 250",,cação
EE FRANCISCO DEROSA,São Paulo,Nazaré Paulista,School,"Praça Alvaro Guião, s/n",,cação
EE FUNDAMENTAL REPÚBLICA,Rio de Janeiro,Rio de Janeiro,School,"Rua Clarimundo de Melo, 847 - Quintino",,cação
EE GETÚLIO NOGUEIRA DE SÁ,São Paulo,Jundiaí,School,"Rua Humberto Cereser, 2770",,cação
EE JAIR BARTH,São Paulo,Itapetininga,School,R: JOSÉ SIDNEY DA CUNHA,,cação
EE JOÃO BATISTA CURADO,São Paulo,Jundiaí,School,"Rua Distrito Federal, 99",,cação
EE JOAQUIM ANTONIO LADEIRA,São Paulo,Louveira,School,"Capitão Álvaro Pereira, 210 - Vila Bossi",,cação
EE JOCENY VILLELA CURADO,São Paulo,Jundiaí,School,"Rua Mário João Bampa, 305",,cação
EE JONAS CORREA,São Paulo,Americana,School,"Rua João Bernestein, 601 – Vila Margarida",,cação
EE JOSÉ DA C. HOLTZ - GRAMADINHO,São Paulo,Itapetininga,School,"Rua Francisco de Almeida, 143",,cação
EE JOSÉ FELICIANO DE OLIVEIRA,São Paulo,Jundiaí,School,"Rua João Victor Attisani, 450",,cação
EE JURANDYR SOUZA LIMA,São Paulo,Jundiaí,School,"Av. Com. Antonio Carbonari, s/nº",,cação
EE JUVENAL PAIVA,São Paulo,Itapetininga,School,"Rua Pedro Lopes de Almeida, 211",,cação
EE LUIZ RIVELLI,São Paulo,Jundiaí,School,"Av. Bento Figueiredo, 680",,cação
EE MAJOR FONSECA,São Paulo,Itapetininga,School,"R: VENÂNCIO AYRES, 108",,cação
E E M ANTENOR MARTINS,Rio de Janeiro,São Gonçalo,School,"ESTRADA DO ANAIA , S/N",,cação
EE MARIA ALMEIDA SCHLEDORN,São Paulo,Jundiaí,School,"Av. Adelino Martins, 1113",,cação
EE MARIA DE LOURDES BARREIRO,São Paulo,Itapetininga,School,"AV: WENCESLAU BRÁS, 395",,cação
EE MARIA DE LOURDES FRANÇA SILVEIRA,São Paulo,Jundiaí,School,"Rua Pedro Nano, 175",,cação
EE MARIA JOSE MAIA DE TOLEDO,São Paulo,Jundiaí,School,Rua Pedro Latance s/n.,,cação
E E M BARÃO DE SÃO GONÇALO,Rio de Janeiro,São Gonçalo,School,"RUA DALVA RAPOSO, 215",,cação
E E M CARLOS MAIA,Rio de Janeiro,São Gonçalo,School,"RUA CATARINA MARTINS, S/N",,cação
E E M MARIANA SODRÉ,Rio de Janeiro,São Gonçalo,School,"ESTRADA VELHA DE MARICÁ, S/N",,cação
E E M MENTOR COUTO,Rio de Janeiro,São Gonçalo,School,"RUA DAMAS ORTIZ, S/Nº",,cação
E E M MONSENHOR ALBUQUERQUE,Rio de Janeiro,São Gonçalo,School,"TRAVESSA TABELIÃO LESSA, S/N",,cação
EE MODESTO TAVARES DE LIMA,São Paulo,Itapetininga,School,"R: ACÁSSIO DE MORAES TERRA, 376",,cação
EE MONSENHOR VENERANDO NALINI,São Paulo,Jundiaí,School,"Rua Archangelo Bianchini, 985",,cação
E E M PROFª MARIA DA GLORIA BORGES LEITE,Rio de Janeiro,São Gonçalo,School,"RUA GENERAL ANTONIO RODRIGUES, 210",,cação
E E MUNICIPALIZADA BAIRRO ALMERINDA,Rio de Janeiro,São Gonçalo,School,"RUA SARGENTO AIRES SILVO DIAS, S/Nº",,cação
E E MUNICIPALIZADA CORONEL AMARANTE,Rio de Janeiro,São Gonçalo,School,"RUA SENA BORGES, S/Nº",,cação
E E MUNICIPALIZADA LUCIO THOME FETEIRA,Rio de Janeiro,São Gonçalo,School,"AV. GOUVEIA, S/Nº",,cação
E E MUNICIPALIZADA PROFESSORA NIUMA GOULART BRANDAO,Rio de Janeiro,São Gonçalo,School,"RUA CAPITÃO ANTÔNIO FRANKLIN, S/Nº",,cação
EE ODILON LEITE FERRAZ - UNIDADE I,São Paulo,Louveira,School,"Irmã Fidelina, 162 - Santo Antonio",,cação
EE PADRE MAURÍLIO TOMANIK,São Paulo,Jundiaí,School,"Rua Alceu Toledo Pontes, 10",,cação
EE PAULO MENDES SILVA,São Paulo,Jundiaí,School,"Av. Fernando Arens, 830",,cação
EE PEDRO YOSHICHIKA IRIE,São Paulo,Louveira,School,"Estrada municipal, s/n° - Leitão",,cação
EE PEIXOTO GOMIDE,São Paulo,Itapetininga,School,"AV: PEIXOTO GOMIDE,198",,cação
EE PERICLES GALVÃO,São Paulo,Itapetininga,School,"Est .M. José Correia De Moraes, s/n",,cação
EE PROF. ADONIRO LADEIRA,São Paulo,Jundiaí,School,"Av. Dr. Benedito Godoy Ferraz, 450",,cação
EE PROF. ALBINO MELO DE OLIVEIRA,São Paulo,Jundiaí,School,Av. Prof. Pedro Clarismundo Fornari s/nº,,cação
EE PROF. CLÉLIA DE BARROS LEITE DA SILVA,São Paulo,Nazaré Paulista,School,"Rod. Juvenal Ponciano de Camargo, km 50",,cação
EE PROF. FABIO HACL PÍNOLA,São Paulo,Nazaré Paulista,School,"Rua José Faria Junior, 65",,cação
EE PROF. FRANCISCO NAPOLEÃO MAIA,São Paulo,Jundiaí,School,"Rua Francisco Salles, 256",,cação
EE PROF. JOSÉ SILVA JÚNIOR,São Paulo,Jundiaí,School,"Rua Sargento Arnaldo Mangile, 100",,cação
EE PROF. LUZIA DELLA ROSA HACL,São Paulo,Nazaré Paulista,School,"Av. Mathias Lopes, s/n",,cação
EE PROF. OROZIMBO SÓSTENA,São Paulo,Jundiaí,School,"Av. Vicente Pires Pardini, 500",,cação
EE PROFª ANNA PINTO DUARTE PAES,São Paulo,Jundiaí,School,"Rua Carlos Gomes, 770",,cação
EE PROFª BENEDITA ARRUDA,São Paulo,Jundiaí,School,"Rua Guaporé, 350",,cação
EE PROF HENRIQUE MIGUEL HACL,São Paulo,Nazaré Paulista,School,Estrada Municipal,,cação
EE PROF MARIA ELOÍZA PINHEIRO,São Paulo,Nazaré Paulista,School,Area 10,,cação
EE RAFAEL DE OLIVEIRA,São Paulo,Jundiaí,School,"Rua Antonio Porcari, 5",,cação
EE RAFAEL MAURO,São Paulo,Jundiaí,School,"Rua Londrina, 55",,cação
EE RESIDENCIAL JUNDIAÍ(PROF.ALESSANDRA C.PEZZATO),São Paulo,Jundiaí,School,"Rua Presbítero Manuel Dias Filho, 1524",,cação
EE SEBASTIÃO PINTO,São Paulo,Itapetininga,School,R: RUBENS VIEIRA DA SILVA,,cação
EE SEBASTIÃO VILAÇA,São Paulo,Itapetininga,School,"R: PADRE ANTONIO BRUNETTI, 933",,cação
EE VIRGILIO SILVEIRA,São Paulo,Itapetininga,School,"Rua João Galdino Camargo, 203",,cação
ELADIR SKIBINSKI (PROFª),Santa Catarina,Joinville,School,"R.: José Gonçalves, 803-Parque Jlle",,cação
ELDINA MARIA SOARES BRAGA,Espírito Santo,Vitória,School,"R. Presidente, 103 - Grande Vitória 29024-077",,cação
ELENICE MARTINS,Rio de Janeiro,Cabo Frio,School,"Rua Seis, s/nº - Reserva do Peró",,cação
ELENITA FERREIRA DOS SANTOS ABREU,Rio de Janeiro,Cabo Frio,School,"Rua das Dunas, 998 - Manoel Corrêa",,cação
ELIANE KRÜGER,Santa Catarina,Joinville,School,"R.:Adolfo da Veiga c/Afonso Moreira, 749",,cação
ELIANE RODRIGUES DOS SANTOS,Espírito Santo,Vitória,School,"R. Felicidade Correia dos Stos, 620 - Ilha das Cajeiras 29032-240",,cação
ELICÉA DA SILVEIRA,Rio de Janeiro,Cabo Frio,School,"Rua Jorge Veiga, 630 – Gamboa",,cação
ELIZABETH VON DREIFUSS (PROFª),Santa Catarina,Joinville,School,"R.: Minas Gerais, 5.876",,cação
ELYSABETH DE MELLO RODRIGUES PROFESSORA,São Paulo,Sumaré,School,N/A,YES,cação
ELZA MARIA SANTA ROSA BERNARDO,Rio de Janeiro,Cabo Frio,School,"Av. Ézio Cardoso da Fonseca, s/nº - J. Esperança",,cação
ELZIRA VIVACQUA DOS SANTOS,Espírito Santo,Vitória,School,"R. Italina Pereira Motta, 501 - Jardim Camburi - 29090-370",,cação
E M ABELARDO DE LAMARE,Rio de Janeiro,Petrópolis,School,ESTRADA DO CAXAMBU - 0,,cação
E M ALCEBIADES AFONSO VIANA FILHO,Rio de Janeiro,Maricá,School,RUA: ERNESTINA DE OLIVEIRA VIANA N. 0 (CACHOEIRA) -BAIRRO: RETIRO - CIDADE: MARICÁ/RJ,,cação
EM ALCIONE APARECIDA FERNANDES PEREIRA,São Paulo,Sumaré,School,N/A,YES,cação
EM ALFREDO CASTRO DONAIRE,São Paulo,Sumaré,School,N/A,YES,cação
E M ALFREDO NICOLAU DA SILVA JUNIOR,Rio de Janeiro,Maricá,School,RUA: VISCONDE DE ITAUNA N.17 - BAIRRO: MARQUÊS - CIDADE: MARICÁ/RJ - CEP: 24.904-510,,cação
EM ALMIRANTE TAMANDARÉ,Rio de Janeiro,Duque de Caxias,School,"Av Automóvel Club, km 52 Jardim Rotsen Imbariê CEP: 25272-660",,cação
E M ALMIRANTE TAMANDARE,Rio de Janeiro,Petrópolis,School,"DR. HERMOGÊNEO SILVA, 0",,cação
E M ALTO INDEPENDENCIA,Rio de Janeiro,Petrópolis,School,"LEONOR MAIA, 1670",,cação
E M AMANDA PENA DE A SOARES,Rio de Janeiro,Maricá,School,RUA: WALTER DE CARVALHO N. 118 - BAIRRO: BANANAL - CIDADE: MARICÁ/RJ - CEP: 24.925- 300,,cação
E M AMERICO FERNANDES RIBEIRO VIEIRA,Rio de Janeiro,Petrópolis,School,ESTR. ALMIRANTE PAULO . 8400,,cação
EM ANDRE DE NADAI,São Paulo,Sumaré,School,N/A,,cação
E M ANTONIO JOSE DE LIMA,Rio de Janeiro,Petrópolis,School,ESTRADA DOS ALBERTOS-BREJAL . 0,YES,cação
E M ANTONIO LEITE GARCIA,Rio de Janeiro,Petrópolis,School,ESTRADA DO SAMAMBAIA . 44,YES,cação
E M ANTONIO LOPES DA FONTOURA,Rio de Janeiro,Maricá,School,AV: PORTINARI - S/N - BAIRRO: ITAPEBA - CIDADE: MARICÁ/RJ - CEP: 24.938-200,YES,cação
E M ANTONIO RUFINO DE SOUZA FILHO,Rio de Janeiro,Maricá,School,ESTRADA DA GAMBOA S/N - BAIRRO: GAMBOA - CIDADE: MARICÁ/RJ - CEP: 24900-000,,cação
EM ARCO-ÍRIS,São Paulo,Sumaré,School,N/A,YES,cação
E M ARNALDO DYCKERHOFF 4110,Rio de Janeiro,Petrópolis,School,ESTRADA ARNALDO DYCKERHOFF,,cação
E M AUGUSTO PUGNALONI,Rio de Janeiro,Petrópolis,School,ESTRADA DO CATOBIRA - 0,,cação
E M AVELINO DE CARVALHO,Rio de Janeiro,Petrópolis,School,ESTRADA DO BREJAL 0,YES,cação
EM BARÃO DA TAQUARA,Rio de Janeiro,Duque de Caxias,School,"Praça São Paulo, 119 Taquara CEP: 25270- 000",,cação
EM BARRO BRANCO,Rio de Janeiro,Duque de Caxias,School,"Av Pedro Álvares Cabral, Lt.27 Qd 10 Jardim Barro Branco CEP: 25267-120",,cação
E M BATAILLARD,Rio de Janeiro,Petrópolis,School,RUA BATAILLARD 0,,cação
E M BENVINDO TAQUES HORTA,Rio de Janeiro,Maricá,School,RUA: D - BAIRRO: UBATIBA - CIDADE: MARICÁ/RJ,,cação
EM BORBOLETINHA AZUL,São Paulo,Sumaré,School,N/A,YES,cação
E M BRASILINA COUTINHO,Rio de Janeiro,Maricá,School,RUA: CHARLES DARWIN BAIRRO: SILVADO - CIDADE: MARICÁ/RJ,,cação
E M CARLOS CANEDO,Rio de Janeiro,Petrópolis,School,"ESTRADA UNIÃO INDUSTRIA, 24681",,cação
EM CARLOS DRUMMOND DE ANDRADE,Rio de Janeiro,Duque de Caxias,School,Rua Goindira. n° 343 Imbariê CEP: 25266- 070,,cação
E M CARLOS MAGNO LEGENTIL DE MATTOS,Rio de Janeiro,Maricá,School,AV: BARAO DE INOÃ N. 100 - BAIRRO: CENTRO - CIDADE: MARICÁ/RJ,,cação
E M CARLOS MANOEL COSTA LIMA (MCMV ITAIPUAÇU),Rio de Janeiro,Maricá,School,RUA: X - SITIO: 100 C - BAIRRO: CHACARAS DE INOÃ -CIDADE: MARICÁ/RJ - CEP: 24940-653,,cação
E M CARMEM NUNES MARTINS,Rio de Janeiro,Petrópolis,School,RUA DR. JOÃO BARCELOS 687,,cação
E M CELINA SCHECHNER,Rio de Janeiro,Petrópolis,School,ESTRADA DAS ARCAS # 3319,,cação
EM CFN EDUARDO GOMES DE OLIVEIRA,Rio de Janeiro,Duque de Caxias,School,"Rua da Lapa, Lts 13/14 Parada Morabi CEP: 25265-180",,cação
E M CLEMENTE FERNANDES,Rio de Janeiro,Petrópolis,School,RUA 24 DE MAIO 517,,cação
E M CLÉRIO BOECHAT DE OLIVEIRA (PEDRA DA MATTA),Rio de Janeiro,Maricá,School,AV: ROBERTO SILVEIRA N.: 2400 - BAIRRO: FLAMENGO - CIDADE: MARICÁ/RJ,,cação
E M CONEGO BATALHA,Rio de Janeiro,Maricá,School,ESTRADA: REAL DE MARICA BAIRRO: SÃO JOSE DE IMBASSAÍ - CIDADE: MARICÁ/RJ,,cação
E M DA MATA ATLANTICA,Rio de Janeiro,Maricá,School,RUA: QUATORZE - BAIRRO: RECANTO DE ITAIPUAÇU - CIDADE: MARICÁ/RJ,,cação
