Destinatário,Estado,Município,Tipo,Endereço,Educação infantil,Cação/anjo
ASSOCIAÇÃO EVANGELICA EDIFICANDO VIDAS,Rio de Janeiro,São Gonçalo,Escolas,"R. ValdemiroAlcântara ,93",,cação
ASSOCIAÇÃO FRANCISCANA DA DIVINA PROVIDÊNCIA CRECHE MENINO JESUS,Rio de Janeiro,Duque de Caxias,Serviços sociais,"Rua Bernardino Machado, 2031 Lafayete Duque de Caxias Rj Telefone: 27716398",Sim,cação
ASSOCIAÇÃO OFICINA DE VIDA,Rio de Janeiro,São Gonçalo,Escolas,"Rua Leoncio Correia, nº 2341",,cação
ASSOCIAÇÃO PAZ E AMOR,Rio de Janeiro,São Gonçalo,Escolas,"Rua Cedigio Pereira Rocha, nº 114",,cação
ASSOCIAÇÃO PESTALOZZI DE DUQUE DE CAXIAS,Rio de Janeiro,Duque de Caxias,Escolas,"R. Ari Barroso, 605 - Parque Boa Vista I, Duque de Caxias - RJ",,cação
ASSOCIAÇÃO RAÍZ DE DAVI,Rio de Janeiro,São Gonçalo,Escolas,"R. João Capistrano de Abreu,1258",,cação
ASSOCIAÇÃO JOINVILENSE PARA INTEGRAÇÃO DOS DEFICIENTES VISUAIS – AJIDEVI,Santa Catarina,Joinville,Serviços sociais,"Rua Jornalista Hilário Muller, 276",,cação
ASSOSIAÇÃO EDUCA. ASSIS. CRECHE ESCOLA COMUNITÁRIA RENASCER,Rio de Janeiro,São Gonçalo,Escolas,"R. das Esmeraldas, 749, lt 25 qd 141",Sim,cação
AUGUSTO LONGONI,Rio Grande do Sul,Gravataí,Escolas,"Rua Jardel Filho, nº 90 – Águas Claras",,anjo
ÁUREA CELI BARBOSA,Rio Grande do Sul,Gravataí,Escolas,"Rua Marco Polo, nº 729 - Pda. 76 – Vila São Vicente",,anjo
AVELINO MARCANTE,Santa Catarina,Joinville,Escolas,"R.:Guilherme Holz, 140",,cação
AVENTURAS DE CRIANÇA,Santa Catarina,Joinville,Escolas,"R.: Pica Pau, 993",Sim,cação
BALÃO MÁGICO,Rio Grande do Sul,Porto Alegre,Escolas,"R. Rio Negro, 59 - Vila Bom Sucesso",Sim,anjo
BALTAZAR BUSCHLE (PREF.),Santa Catarina,Joinville,Escolas,"R.:Olga Trusz Sboinski, 62",,cação
BARÃO DO RIO BRANCO,Espírito Santo,Vila Velha,Escolas,"Rua Sebastião, 100",,cação
BÁRBARA MAIX,Rio Grande do Sul,Gravataí,Escolas,"Rua Santa Ana, nº 146 – Pda. 67 – Vila Branca",,anjo
BARNABÉ,Rio Grande do Sul,Gravataí,Escolas,"Rua Coronel Sampaio, nº 614 - Parque dos Eucaliptos",,anjo
BARRO VERMELHO,Rio Grande do Sul,Gravataí,Escolas,"Rua Franciscano, nº 56 - Barro Vermelho",,anjo
BARRO VERMELHO,Rio Grande do Sul,Porto Alegre,Escolas,"R. Luis Antonio Zanella, 995",Sim,anjo
BASÍLIO COSTALONGA,Espírito Santo,Vila Velha,Escolas,Rua Bernardino Monteiro s/n,,cação
BATALHAO DE BOMBEIRO MILITAR,Rio Grande do Sul,Santa Cruz do Sul,Militares,CBB,,anjo
BATILANOS,Rio Grande do Sul,Porto Alegre,Escolas,"R. Estrada dos Batilanas, 1005",Sim,anjo
BEIJA-FLOR,Santa Catarina,Joinville,Escolas,"R.: dos Bancários, 305",,cação
BELA ROSA,Rio Grande do Sul,Gravataí,Escolas,"Rua Morro dos Conventos, nº 144 - Cohab",,anjo
BELGICA ALLEONI BORGES PROFESSORA,São Paulo,Sumaré,Escolas,N/A,Sim,cação
BELVEDERE CENTRAL,Espírito Santo,Serra,Escolas,Belvedere,,cação
BELVEDERE CHAPADA GRANDE,Espírito Santo,Serra,Escolas,Chapada Grande,,cação
BELVEDERE MORRINHOS,Espírito Santo,Serra,Escolas,Morrinhos,,cação
BELVEDERE MORRO DA PALHA,Espírito Santo,Serra,Escolas,Morro da Palha,,cação
BELVEDERE PUTIRI,Espírito Santo,Serra,Escolas,Putiri,,cação
BELVEDERE SANTIAGO,Espírito Santo,Serra,Escolas,Santiago,,cação
BEM ME QUER,Rio Grande do Sul,Gravataí,Escolas,"Rua Pompílio Gomes, nº 145",,anjo
BEM-ME-QUER,Rio Grande do Sul,Porto Alegre,Escolas,"R. Júlio Teixeira, 201 COHAB",Sim,anjo
BEM-ME-QUER,Santa Catarina,Joinville,Escolas,"R.:Crater c/ Av.Júpiter, 42",,cação
BERNARDO TANK (PROFº),Santa Catarina,Joinville,Escolas,"R.:XV de Novembro, 8.574",,cação
B GERALDO PINTO DUARTE PAES,São Paulo,Jundiaí,Escolas,"R. Angelo Pernanbuco, 180",,cação
BOA ESPERANÇA,Rio Grande do Sul,Porto Alegre,Escolas,"R. Orfanotrófio, 409, casa 3",Sim,anjo
BOM JESUS,Rio Grande do Sul,Gravataí,Escolas,"Rua Francelino Schmitz, nº 1302 – Pda. 67 – Vila Cruzeiro",,anjo
BOM JESUS - ABRIGO MUNICIPAL BOM JESUS - AMBJ,Rio Grande do Sul,Porto Alegre,Serviços sociais,"Rua São Domingos, 165 - Bairro Bom Jesus",,anjo
BONSUCESSO,Rio Grande do Sul,Gravataí,Escolas,"Av. Borges de Medeiros, nº 791 - Pda. 72 – Vila Bonsucesso",,anjo
BATALHÃO DE OPERAÇÕES POLICIAIS ESPECIAIS,Rio de Janeiro,Rio de Janeiro,Militares,"R. Campo Belo, 150 - Laranjeiras",,cação
BOTÃOZINHO DE ROSA,Santa Catarina,Joinville,Escolas,"R.: Guanabara, 1.062",,cação
BATALHÃO DE POLÍCIA DE CHOQUE - BPCHQ,Rio de Janeiro,Rio de Janeiro,Militares,"Av. Salvador de Sá, 2 - Cidade Nova, Rio de Janeiro - RJ",,cação
BATALHÃO DE POLÍCIA FLORESTAL E DE MEIO AMBIENTE (BPFMA),Rio de Janeiro,São Gonçalo,Militares,Rod. Amaral Peixoto RJ-104 KM 10,,cação
BATALHÃO DE POLÍCIA RODOVIÁRIA,Rio de Janeiro,Niterói,Militares,"Rua Mackenzie, s/nº, Fonseca/Niterói",,cação
BRANCA DE NEVE,Rio Grande do Sul,Gravataí,Escolas,"Rua Antônio Ficagna, nº 853 - Morada do Vale I",,anjo
BRANCA DE NEVE,Santa Catarina,Joinville,Escolas,"R.: das Andorinhas, 550",,cação
BRENO JARDIM GARCIA,Rio Grande do Sul,Gravataí,Escolas,"Rua Dona Cledi, nº 246 – Pda. 103 – Passo da Caveira",,anjo
BRINCANDO DE RODA,Rio Grande do Sul,Porto Alegre,Escolas,"Beco da Vitória, 1460",Sim,anjo
BRINCARTE GOIABEIRAS,Espírito Santo,Vitória,Escolas,"R. Prof Doralice de Oliveira Neves,350 Maria Ortiz",Sim,cação
BRINCARTE RESISTÊNCIA,Espírito Santo,Vitória,Escolas,"R. São Sebastião, 80 Resistência 29032-545",Sim,cação
C.E.I. ÁLVARO BRAZ FERNANDES 1,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. ÁLVARO BRAZ FERNANDES 2,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. ANJOS DA GUARDA,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. APRENDER BRINCANDO,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. BALÃO MÁGICO,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. BRANCA DE NEVE,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. CAMINHO FELIZ,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. CANTINHO DA ALEGRIA *,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. CHAPEUZINHO VERMELHO,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. CIDADE AZUL,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. CRIANÇA FELIZ,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. DIVINA PROVIDÊNCIA *,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. DORIVALDA BRISTOT DE CAMPOS *,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. ESTRELINHA BRILHANTE,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. FELICIANA C. SILVA,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. IRENE BOTEGA COLLAÇO,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. JOANA DE ÂNGELIS,Paraná,Almirante Tamandaré,Escolas,"Rua Tereza Fonseca de Camargo, 61 – Jardim Dourados –Lamenha Grande - 83507-490",Sim,cação
C.E.I. JOSÉ SANTOS NUNES,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. LEONOR LIMA BRASIL,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. MÁRIO JOSÉ BRESSAN,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. ORLANDO FRANCALACCI,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. PADRE PAULO HERDT,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. PEIXINHO DOURADO *,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. PIRLIM-PIM-PIM,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. PROF CRISTINA WENDHAUSEN,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. RECIFE,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. SETE ANÕES,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. THERESA DA SILVA ROSENDO *,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I. WALT DISNEY,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I BORBOLETA AZUL,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.E.I SÃO CRISTOVÃO,Santa Catarina,Tubarão,Escolas,N/A,Sim,cação
C.M.A.E.E. (CENTRO MUNICIPAL DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO),Paraná,Almirante Tamandaré,Escolas,"Rua Emilio Jonhson, 953 - Almirante Tamandaré, Paraná.",,cação
C. M. CAIC DJALMA MACEDO,Rio de Janeiro,Valença,Escolas,"Rua Benjamim Constant, 202, Juparanã",,cação
C. M. DR. ALFREDO DE SOUZA LEMOS,Rio de Janeiro,Valença,Escolas,"Rua David Alves dos Santos, s/nº, Parque Pentagna",,cação
C.M.E.I. CACILDA NOGUEIRA,Paraná,Almirante Tamandaré,Escolas,"Rua Alan Cardec, 386 – Jardim Monterrey - 83507-100",Sim,cação
C.M.E.I. CASTELO DE SONHOS,Paraná,Almirante Tamandaré,Escolas,"Rua Indaial, 47 – Jd. Apucarana. - 83505-100",Sim,cação
C.M.E.I. CRIANÇA FELIZ,Paraná,Almirante Tamandaré,Escolas,"Rua Piraquara, 500 – Jardim Roma (Caic) - 83504-110",Sim,cação
C.M.E.I. DONA RUTH WEIGERT,Paraná,Almirante Tamandaré,Escolas,"Avenida Wadislau Bugalski, nº 5150- Lamenha Grande, 5086",Sim,cação
C.M.E.I. MARIA DE LOURDES SIQUEIRA,Paraná,Almirante Tamandaré,Escolas,"Rua Coronel João Cândido de Oliveira, 120 - Centro - 83506-100",Sim,cação
C.M.E.I. OCTACILIA BETES,Paraná,Almirante Tamandaré,Escolas,"Rua Antônio Stocchero, 495 - Tranqueira - 83508-270",Sim,cação
C.M.E.I. PARAÍSO,Paraná,Almirante Tamandaré,Escolas,"Rua José Gavlick, 528 – Jardim Silvana/Paraíso - 83512-130",Sim,cação
C.M.E.I. PEQUENO POLEGAR,Paraná,Almirante Tamandaré,Escolas,Rua São Sebastião 286- Jardim Monte Santo - 83501-420.,Sim,cação
C.M.E.I.PEQUENO PRÍNCIPE,Paraná,Almirante Tamandaré,Escolas,"Rua Prof. Zelete Custodio Vicente, 103 – Jardim Josiane -83504-350",Sim,cação
C.M.E.I BONFIM,Paraná,Almirante Tamandaré,Escolas,"Rua Padre Amantino Pereira de Azevedo, 100 –Jardim Bonfim - 83506-260",Sim,cação
C.M.E.I CANTINHO DO CÉU,Paraná,Almirante Tamandaré,Escolas,"Rua João Antunes de Lara, 30 - Cachoeira - 83506-070",Sim,cação
C.M.E.I JARDIM GRAZIELA,Paraná,Almirante Tamandaré,Escolas,"Rua Grécia, 88 – Jardim Graziela - 83505-330",Sim,cação
C.M.E.I PROF.ª AURECI MACHADO,Paraná,Almirante Tamandaré,Escolas,Rua Stanislau Borowski nº484 – Jd. São Venâncio – Ao lado do Almoxarifado da Prefeitura Municipal.,Sim,cação
C.M.E.I PROFESSORA REGINA OLANDOSKI WOLF,Paraná,Almirante Tamandaré,Escolas,"Avenida Brasília, s/n - Tanguá. - 83508-504",Sim,cação
C.M. HERMÍNIA DE OLIVEIRA MATTOS,Rio de Janeiro,Mangaratiba,Escolas,"Praça Waldomiro J. Nogueira, s/nº - Conceição de Jacareí",,cação
C. M. LIA COUTINHO DA SILVEIRA SOUZA,Rio de Janeiro,Valença,Escolas,"Rua Felipe Tabet, 55, Hildebrando Lopes",,cação
C. M. MARIA DA CONCEIÇÃO DE S.MATTOS,Rio de Janeiro,Valença,Escolas,"Rua da Figueira, 178, Osório",,cação
C. M. MARIA MARGARIDA C. MACEDO,Rio de Janeiro,Valença,Escolas,"Rua 27 de Novembro, 57, Água Fria",,cação
C.M. N. SENHORA DAS GRAÇAS,Rio de Janeiro,Mangaratiba,Escolas,"Rua 1º. De Maio, 180 – Muriqui",,cação
C. M. ODILON GOMES,Rio de Janeiro,Valença,Escolas,"Rua Pamphilo Tavares, 04, Biquinha",,cação
C. M. P. M. FABIANA APARECIDA DE SOUZA,Rio de Janeiro,Valença,Escolas,"Rua Projetada A, s/n, Loteamento, Vadinho Fonseca",,cação
C. M. PAULINA PORTO SILVA,Rio de Janeiro,Valença,Escolas,"Rua Maria Resende, 166, Cambota",,cação
C. M. PAULO DEMARCHI GOMES,Rio de Janeiro,Valença,Escolas,"Rua São Jorge, 05, Chacrinha",,cação
C.M. PAULO FREIRE,Rio de Janeiro,Armação dos Búzios,Escolas,Rua Francisca Maria de Souza,,cação
C. M. PROF. LÉLIO AMARAL,Rio de Janeiro,Valença,Escolas,Estrada Valença – Barra do Piraí,,cação
C. M. SÃO JOSÉ,Rio de Janeiro,Valença,Escolas,"Rua Frederico de La Vega, 84, Centro",,cação
C. M. VÓ DOMINGAS,Rio de Janeiro,Valença,Escolas,"Rua Monsenhor Paschoal Librelloto, 307, Centro, Conservatória",,cação
C.M AMARAL PEIXOTO,Rio de Janeiro,São Gonçalo,Escolas,AV.HUMBERTO DE ALENCAR C. BRANCO,,cação
C.M ERNANI FARIA,Rio de Janeiro,São Gonçalo,Escolas,"RUA OLIVEIRA BOTELHO, S/Nº",,cação
C.M ESTEPHANIA DE CARVALHO,Rio de Janeiro,São Gonçalo,Escolas,"RUA BISPO DOM JOÃO DA MATA, 466",,cação
C.M IRENE BARBOSA ORNELLAS,Rio de Janeiro,São Gonçalo,Escolas,"RUA BERNARDO FARIA, S/Nº",,cação
C.M PRESIDENTE CASTELLO BRANCO,Rio de Janeiro,São Gonçalo,Escolas,"RUA CARLOS GIANELLI, S/Nº",,cação
CACHINHOS DE OURO,Santa Catarina,Joinville,Escolas,"R.: Pastor Gerg Bürger, 141",Sim,cação
CACHINHOS DE OURO (EXTENSÃO),Santa Catarina,Joinville,Escolas,"R.: Andrelino Nunes da Silva, 20",Sim,cação
CAI - CENTRO DE ATIVIDADES INTEGRADAS BENHARD KADEN,Rio de Janeiro,Rio de Janeiro,Serviços sociais,"Av.do Canal Pista 4, no205, Antares-Santa Cruz",,cação
CAI - CENTRO DE ATIVIDADES INTEGRADAS EDSON ARANTES DO NASCIMENTO,Rio de Janeiro,Niterói,Serviços sociais,"Rua General Castrioto, no 589, Barreto",Sim,cação
CAI - CENTRO DE ATIVIDADES INTEGRADAS MARIA BERALDA,Rio de Janeiro,Rio de Janeiro,Serviços sociais,Trav. Anatole s/n – Cidade de Deus-Jacarepaguá/RJ,Sim,cação
CAI - CENTRO DE ATIVIDADES INTEGRADAS ODILO COSTA NETO,Rio de Janeiro,Rio de Janeiro,Serviços sociais,"Praça Israel,Quadra 9, Cidade de Deus, Jacarepaguá, Rio de Janeiro/RJ",Sim,cação
CAI - CENTRO DE ATIVIDADES INTEGRADAS CASTORINA FARIA LIMA,Rio de Janeiro,Rio de Janeiro,Serviços sociais,"Rua Bacabal s/no, (Praça Silvinha Teles), Padre Miguel, Rio de Janeiro/RJ",Sim,cação
CAIC ELOMIR SILVA,Rio de Janeiro,Maricá,Escolas,RUA: GUARUJA LT 01 KM: 22 BAIRRO: MARINE (SÃO JOSÉ DE IMBASSAÍ) CIDADE: MARICÁ/RJ CEP: 24.931-100,Sim,cação
CAIC PROF. SYLVINO CHINELATTO,São Paulo,Americana,Escolas,"Rua dos Ideais, s/n - Jd. da Paz",Sim,cação
CAIS MENTAL 08,Rio Grande do Sul,Porto Alegre,Serviços sociais,"Av. José Bonifácio, 71 - Farroupilha, Porto Alegre - RS",,anjo
CAMPO DA TUCA,Rio Grande do Sul,Porto Alegre,Escolas,"R. ""D"", 200 Partenon",Sim,anjo
CANDIDO JOSE MARTINEZ PROFESSOR,São Paulo,Sumaré,Escolas,N/A,Sim,cação
CANTINHO DA CRIANÇA,Rio Grande do Sul,Porto Alegre,Escolas,"R. Adão Araújo, 81 - Aparício Borges",Sim,anjo
CANTINHO DOS PIÁS,Rio Grande do Sul,Porto Alegre,Escolas,"R. Tomás Fco. de Jesus,412 Vila Brasília",Sim,anjo
CANTINHO VERDE,Rio Grande do Sul,Gravataí,Escolas,"Trav. Ponta Grossa, nº 210 - Parque Residencial Itacolomi",,anjo
CAPELA NAVEGANTES,Rio Grande do Sul,Porto Alegre,Escolas,"Av. Guaiba, 46",Sim,anjo
CAP FEMININA,Espírito Santo,Vila Velha,Serviços sociais,Rua Amor Perfeito nº 01 - Novo Mexico,,cação
CAP INFANTIL (VILA VELHA/ES),Espírito Santo,Vila Velha,Serviços sociais,N/A,,cação
CAP MASCULINO,Espírito Santo,Vila Velha,Serviços sociais,Estrada Jeronimo Monteiro s/n – Aribiri,,cação
CAPS,Paraná,Fazenda Rio Grande,Serviços sociais,"Rua Seringueira, 494 - Eucaliptos",,cação
CAPS AD - CENTRO DE ATENÇÃO PSICOSSOCIAL ÁLCOOL E DROGAS,Rio Grande do Sul,Santa Cruz do Sul,Saúde,"Rua Capitão Fernando Tatsch, n° 228",,anjo
CENTRO DE ATENÇÃO PSICOSSOCIAL DA INFÂNCIA E ADOLESCÊNCIA – CAPS IA,Rio Grande do Sul,Santa Cruz do Sul,Saúde,"Rua Presidente Rodrigues Alves, nº 729",,anjo
CAPS II - CENTRO DE ATENÇÃO PSICOSSOCIAL,Rio Grande do Sul,Santa Cruz do Sul,Saúde,"Rua Venâncio Aires, nº 307",,anjo
CAPS PAULO MARCOS COSTA,Rio de Janeiro,São Gonçalo,Saúde,"R. Ladislau de Andrade, 44 - Mutondo, São Gonçalo - RJ",,cação
CARLITA CORRÊA PEREIRA,Espírito Santo,Vitória,Escolas,"R. Filomeno Ribeiro, 221 - Morro da Piedade 29016-130",,cação
CARLOS ALBERTO GOMES DE CARVALHO,Rio de Janeiro,Cabo Frio,Escolas,"Rua Três, s/nº, Loteamento Colinas do Peró",,cação
CARLOS GOMES DE OLIVEIRA (SENADOR),Santa Catarina,Joinville,Escolas,"R.: Lauro Schroeder, 777",,cação
CARLOS HEINS FUNKE (AGRÍCOLA),Santa Catarina,Joinville,Escolas,"Rodovia SC 418 - KM 0, 5",,cação
CASA CRIANÇA ARACY,São Paulo,Americana,Escolas,"Rua Carlos Vassalo, s/n – São Jerônimo",Sim,cação
CASA CRIANÇA JAGUARI,São Paulo,Americana,Escolas,"Rua Lúcio Alves, s/nº - Bairro Jaguari",Sim,cação
CASA DA ACOLHIDA I,Rio de Janeiro,Petrópolis,Serviços sociais,"Rua Coronel Veiga, 1559",,cação
CASA DA ACOLHIDA II,Rio de Janeiro,Petrópolis,Serviços sociais,"Rua Visconde Taunay, 645",,cação
CASA DA CRIANÇA,São Paulo,Itapetininga,Escolas,"R: FRANCISCO CORREIA, 954",Sim,cação
CASA DA CRIANÇA ARAPIRANGA,São Paulo,Americana,Escolas,"Rua da Esperança, 50 - Jd. da Paz",Sim,cação
CASA DA CRIANÇA ARAÚNA,São Paulo,Americana,Escolas,"Rua dos Colibris, 721 -Jd. dos Lírios",Sim,cação
CASA DA CRIANÇA BAETI CRECHE,São Paulo,Americana,Escolas,"Rua China, 233 - Pq. Das Nações",Sim,cação
CASA DA CRIANÇA BAETI EMEI,São Paulo,Americana,Escolas,"Rua China, 223 - Pq. Das Nações",Sim,cação
CASA DA CRIANÇA CURIÓ CRECHE,São Paulo,Americana,Escolas,Rua Cruz de Souza s/nº - Bairro Antônio Zanaga I,Sim,cação
CASA DA CRIANÇA CURIÓ EMEI,São Paulo,Americana,Escolas,"Av. Maria Quitéria, 453 – Bairro Antônio Zanaga I",Sim,cação
CASA DA CRIANCA DE INOA,Rio de Janeiro,Maricá,Escolas,"ROD: ERNANI DO AMARAL PEIXOTO. KM 16,5 BAIRRO: INOÃ - CIDADE: MARICÁ/RJ CEP: 24.941-525",Sim,cação
CASA DA CRIANÇA DE ITAIPUACU,Rio de Janeiro,Maricá,Escolas,RUA: CAIO FRANCISCO FIGUEIREDO S/N - BAIRRO: INOÃ - CIDADE: MARICÁ/RJ CEP: 24.942- 285,Sim,cação
CASA DA CRIANÇA GRAÚNA,São Paulo,Americana,Escolas,"Rua dos Lírios, 1080 – Cidade Jardim",Sim,cação
CASA DA CRIANÇA JURITI – CRECHE,São Paulo,Americana,Escolas,"Rua dos Solimões, 850 – São Roque",Sim,cação
CASA DA CRIANÇA JURITI – EMEI,São Paulo,Americana,Escolas,"Rua dos Solimões, 930 – São Roque",Sim,cação
CASA DA CRIANÇA MAÍRA CRECHE,São Paulo,Americana,Escolas,"Rua Alfredo Spínola de Melo, 248 – Bairro Pq. Gramado",Sim,cação
CASA DA CRIANÇA MAÍRA EMEI,São Paulo,Americana,Escolas,"Rua Alfredo Spínola de Melo, 248 – Bairro Pq. Gramado",Sim,cação
CASA DA CRIANÇA MANACÁ CRECHE,São Paulo,Americana,Escolas,"Rua São Vito, 1363 – São Vito",Sim,cação
CASA DA CRIANÇA MANACÁ EMEI,São Paulo,Americana,Escolas,"Rua São Vito, 1363 – São Vito",Sim,cação
CASA DA CRIANÇA PANAMBY CRECHE,São Paulo,Americana,Escolas,"Rua Maranhão, s/nº – Praia Azul",Sim,cação
CASA DA CRIANÇA PANAMBY EMEI,São Paulo,Americana,Escolas,"Rua Maranhão, 1216 – Praia Azul",Sim,cação
CASA DA CRIANÇA PATINHO FEIO,Rio Grande do Sul,Gravataí,Escolas,"Rua Angico, nº 25 - São Jerônimo",Sim,anjo
CASA DA CRIANÇA PITANGA,São Paulo,Americana,Escolas,"Rua Yolanda Leite de Camargo, 40 Jd. Do Lago",Sim,cação
CASA DA CRIANÇA SÃO FRANCISCO DE ASSIS,Rio Grande do Sul,Gravataí,Escolas,"Rua Raul Seixas, nº 260 - Tom Jobim",Sim,anjo
CASA DA CRIANÇA SÃO VICENTE DE PAULO,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Pedro Raupp, 160",Sim,anjo
CASA DA CRIANÇA TAHIRA CRECHE,São Paulo,Americana,Escolas,"Rua Itanhaém, 311 –Jd. Ipiranga",Sim,cação
CASA DA CRIANÇA TAHIRA EMEI,São Paulo,Americana,Escolas,"Rua Ibirapuera, s/nº - Bairro Jd. Ipiranga",Sim,cação
CASA DA CRIANÇA TARAGUÁ CRECHE,São Paulo,Americana,Escolas,"Rua José Frigeri, 360 – Jd. Brasil",Sim,cação
CASA DA CRIANÇA TARAGUÁ EMEI,São Paulo,Americana,Escolas,"Rua José Frigeri, 270 – Jd. Brasil",Sim,cação
CASA DA CRIANÇA URUPÊ – CRECHE,São Paulo,Americana,Escolas,"Av. Cecilia Meirelles, 681 – Jd. N.S.Aparecida",Sim,cação
CASA DA CRIANÇA URUPÊ – EMEI,São Paulo,Americana,Escolas,"Rua Caetano de Campos, 30 Jd.N.S.Aparecida",Sim,cação
CASA DA EDUCAÇÃO VISCONDE DE MAUA,Rio de Janeiro,Petrópolis,Escolas,RUA BARÃO DO RIO BRANCO 3,,cação
CASA DE APOIO VIVA MARIA,Rio Grande do Sul,Porto Alegre,Serviços sociais,"endereço sigiloso, Porto Alegre - RS",,anjo
CASA DE NAZARÉ,Rio Grande do Sul,Porto Alegre,Escolas,"R. Cel. Timóteo, 350",Sim,anjo
CASA DE PASSAGEM,Rio Grande do Sul,Porto Alegre,Serviços sociais,"Rua Padre Cacique, 999",,anjo
CASA DE PASSAGEM,Santa Catarina,Florianopolis,Serviços sociais,"Rua Rui Barbosa, 225",,cação
CASA DE PASSAGEM EUCALIPTOS,Paraná,Fazenda Rio Grande,Serviços sociais,"Av: Cedro, 812 - Eucaliptos",,cação
CASA DOS PEQUENINOS,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Sarmento Leite, 964",Sim,anjo
CASA DOS RESIDENTES,Rio de Janeiro,Rio de Janeiro,Serviços sociais,"Rua Clarimundo de Melo, 847 - Quintino",,cação
CASA HARMONIA,Rio Grande do Sul,Porto Alegre,Serviços sociais,"Rua Sarmento Leite, 964, Porto Alegre - RS",,anjo
CASA LAR,Paraná,Fazenda Rio Grande,Serviços sociais,Rua Coqueiro. 556 - Eucaliptos,,cação
CASTELLO BRANCO (PRESIDENTE),Santa Catarina,Joinville,Escolas,"R.: São Miguel, 363",,cação
CASTELO BRANCO,Espírito Santo,Vitória,Escolas,"Av. Jurema Barroso, 130 Ilha do Príncipe - 29020-430",,cação
CASTELO BRANCO,Santa Catarina,Joinville,Escolas,"R.: Alvino Boldt, 245 - COHAB",,cação
CASTRO ALVES,Rio Grande do Sul,Gravataí,Escolas,Rua do Rosário - Pda. 96 – Fazenda Vargas/Morungava,,anjo
CASULO VOVÔ,Espírito Santo,Vila Velha,Escolas,"Rua Gastão Roubach, s/n",,cação
CATHARINA DA SILVEIRA CORDEIRO,Rio de Janeiro,Cabo Frio,Escolas,"Rua Dr. Cardoso da Fonseca, s/nº - Monte Alegre",,cação
CCAIC - JARDIM ANHANGA,Rio de Janeiro,Duque de Caxias,Escolas,"Rua EE, Qd 85 Lt 18/19 Jd. Anhangá CEP: 25264-530",Sim,cação
CEBOLINHA,Rio Grande do Sul,Gravataí,Escolas,"Rua Antônio Francisco Fonseca, nº 112 – Centro",,anjo
CEC AMÉLIA FRANCO,São Paulo,Itapetininga,Escolas,"R: JOSÉ ELIZEU SILVEIRA, 42",,cação
CEC APAM - COSTEIRA,Santa Catarina,Florianopolis,Escolas,"Avenida Jorge Lacerda, s/nº",,cação
CEC CHICO MENDES,Santa Catarina,Florianopolis,Escolas,"Rua das Seringueiras, s/nº",,cação
CEC DORONDINO VIEIRA,São Paulo,Itapetininga,Escolas,"R: BEM AVENTURADO MARIA ESCRIVÃ, 65",,cação
CECI HERDEIROS DO FUTURO,São Paulo,Louveira,Escolas,"Gualicho, 1183 - Monterrey",Sim,cação
CECILIA DE NEGRI PROFESSORA,São Paulo,Sumaré,Escolas,N/A,Sim,cação
CECÍLIA MARCHESI PAVESI,Espírito Santo,Vila Velha,Escolas,"Rua Vasco Alves, 3562",,cação
CECÍLIA MEIRELES,Espírito Santo,Vitória,Escolas,"R. Pastor Roberto Rabelo,68 - Ilha de Monte Belo - 29053-210",,cação
